Key,Value
GLCtex_copy2_b2215,279.92521301287076
PPALtex_b2215,110.2016349532172
CA2tex_b2215,117.24342291099217
CUtex_b2215,124.74135825282286
12PPDRtex_b2215,85.982419538304
F6Ptex_b2215,13.159195595751948
GAMAN6Ptex_b2215,27.858851298131988
PROGLYtex_b2215,87.3536102017924
CGLYtex_b2215,84.02348143981055
GTHOXtex_b2215,351.9487370542656
GTHRDtex_b2215,447.9687437178787
TUNGStex_b2215,176.06527696443655
GALCTNLtex_b2215,50.0070759870595
MALDtex_b2215,77.61462827024589
OROTtex_b2215,107.6182665668703
5DGLCNtex_b2215,316.4198128015127
PPAtex_b2215,
PSCLYStex_b2215,567.7809965452727
THYMtex_b2215,31.310807461517594
MINCYCtex_b2215,22.61347986241121
DOXRBCNtex_b2215,3.222070883260401
CMtex_b2215,67.41449185468028
LALALGLUtex_b2215,29.73962154722087
5MTRtex_b2215,31.256391645819676
LALADGLUtex_b2215,47.40040633929582
3HPPtex_b2215,67.50912947574655
FUSAtex_b2215,108.32894717256323
QUIN2tex_b2215,262.38617276196555
SELtex_b2215,273.805862590677
MEOHtex_b2215,97.8495054605847
TTRCYCtex_b2215,107.36325303903986
SLNTtex_b2215,129.1573004792235
TARTRDtex_b2215,53.72580193387123
BTNtex_b2215,42.641861765586285
ARBTtex_b2215,150.4757048372079
PYDXtex_b2215,57.656213440390786
PYDXNtex_b2215,9.344794452725255
PYDAMtex_b2215,9.581517291897006
CHTBStex_b2215,
CRNDtex_b2215,105.46292426462837
DXYLONtex_b2215,
PSURItex_b2215,
FMNtex_b2215,74.50175570918407
CLBtex_b2215,258.9947202339251
FADtex_b2215,163.98929612356136
2DGLCtex_b2215,
URATEtex_b2215,169.08421813117525
Ftex_b2215,
CYSItex_b2215,47.61036201773171
CS1tex_b2215,
MEPNtex_b2215,
4ABZGLUtex_b2215,
METGLCURtex_b2215,
AI2tex_b2215,16.797684282978544
CYTBDpp_b0978,266.8735119220623
CYTBD2pp_b0978,531.1472516037915
HEX1_b2388,173.76433622048242
MDH3_b2210,617.4699185906968
MDH2_b2210,362.99348622934224
GLUtex_b1377,101.1012010606876
GLYtex_b1377,61.58085516760442
GLYALDtex_b1377,32.607547605531174
GLYBtex_b1377,84.22920671799267
GLYCtex_b1377,81.31418082627984
GLYC3Ptex_b1377,38.32807477130666
GLYCLTtex_b1377,211.17272742267687
GTPtex_b1377,15.784043845531833
